State,District,Rainfall(Total),Rainfall Recharge,Groundwater Recharge (ham),Surface Water Irrigation ,Ground Water Irrigation ,Fresh Total Ground Water Avialable,Saline Ground Water Avialable,Year
KERALA,KOZHIKKODE,3364.4,30292.6,32380.7,301.68,1401.98,29234.8,0,2024
KERALA,MALAPPURAM,2726.2,35228,43355.9,4817.34,2573.18,39149.8,0,2024
KERALA,PALAKKAD,2182.7,30148.9,55520.4,19580.5,4928.58,50330.1,0,2024
KERALA,PATHANAMTHITTA,2776.4,18936.9,21910.3,959,1071.95,19719.3,0,2024
KERALA,THIRUVANANTHAPURAM,1818.94,21382.6,26558.9,3148.76,1223.21,24449.2,0,2024
KERALA,THRISSUR,2965.9,43305.5,60874.5,11146.5,4289.16,55228.5,0,2024
KERALA,WAYANAD,3060.4,22262.2,23631.2,124.01,427.44,21268,0,2024
LADAKH,KARGIL,89.3,489.19,1560.85,1071.66,0,1404.78,0,2024
LADAKH,LEH,62.4,980.19,5181.04,4200.85,0,4662.92,0,2024
LAKSHDWEEP,AMINI,1805.54,300.7,247.78,0,0,127.5,0,2024
LAKSHDWEEP,ANDROTH,1805.54,374.95,311.88,0,0,161.91,0,2024
LAKSHDWEEP,KAVARATTI,1805.54,333.87,269.72,0,0,136.17,0,2024
LAKSHDWEEP,KILTAN,1805.54,140.6,114.46,0,0,58.22,0,2024
LAKSHDWEEP,MINICOY,1968,250.84,199.43,0,0,99.09,0,2024
MADHYA PRADESH,AGAR MALWA,961.8,31097.5,43306.1,575.21,9113.5,41140.8,0,2024
MADHYA PRADESH,ALIRAJPUR,917.5,21272,24092.8,0,1904.96,22888.1,0,2024
MADHYA PRADESH,ANUPPUR,1095.3,26948,27660.7,0,428.15,26277.6,0,2024
MADHYA PRADESH,ASHOKNAGAR,912.6,29635.5,41157.3,2912.64,5646.3,39099.4,0,2024
MADHYA PRADESH,BALAGHAT,1471.6,68651.9,75892.1,573.54,3788.82,71524.9,0,2024
MADHYA PRADESH,BARWANI,715,32945.1,56057.4,9670.01,8206.06,52968.7,0,2024
MADHYA PRADESH,BETUL,1081.3,83328.6,104478,5457.54,11627.1,99188.8,0,2024
MADHYA PRADESH,BHIND,951,80896.8,96818.2,3860.51,5377.43,91194.2,0,2024
MADHYA PRADESH,BHOPAL,1030.6,29566,38635.3,0,5964.84,36703.5,0,2024
MADHYA PRADESH,BURHANPUR,883.8,25524,37528.1,1133.08,5044.09,35651.7,0,2024
MADHYA PRADESH,CHHATARPUR,1095.1,65899.8,88788.4,1977.59,12764,84341.6,0,2024
MADHYA PRADESH,CHHINDWARA,1221.6,73824.3,88260.5,889.38,11197.4,82881.4,0,2024
MADHYA PRADESH,DAMOH,1169.3,28419.3,40229.2,3311.6,4924.33,38217.7,0,2024
MADHYA PRADESH,DATIA,963.8,41487.2,50025.8,3394.74,3349.12,46960.1,0,2024
MADHYA PRADESH,DEWAS,1069,67234.1,87972.2,884.88,15641.1,83573.6,0,2024
MADHYA PRADESH,DHAR,902.3,85178.2,137816,24737.2,20080.8,130925,0,2024
MADHYA PRADESH,DINDORI,1376.7,30807.2,32151.8,0,621.62,30544.3,0,2024
MADHYA PRADESH,GUNA,1082,67184.7,91381.6,3640.06,13739,86812.5,0,2024
MADHYA PRADESH,GWALIOR,879,55452.4,82607.4,15623.8,4987.67,78477,0,2024
MADHYA PRADESH,HARDA,1374.5,28320.5,47480.4,7456.05,3912.5,45106.4,0,2024
MADHYA PRADESH,HOSHANGABAD,1437.7,136668,186622,20742.3,11196.1,177291,0,2024
MADHYA PRADESH,INDORE,924.2,41044,58596.4,224.85,13966,55666.6,0,2024
MADHYA PRADESH,JABALPUR,1227.3,52640.4,64498.4,2808.2,6944.25,61273.5,0,2024
MADHYA PRADESH,JHABUA,935.9,23620.1,30042.9,2064.42,2401,28540.7,0,2024
MADHYA PRADESH,KATNI,1171.4,35739.7,42668.9,1270.16,3810.51,40535.5,0,2024
MADHYA PRADESH,KHANDWA,951.65,55029.3,122288,49405.4,10473.4,113374,0,2024
MADHYA PRADESH,KHARGONE,950.3,57012.7,100575,20296.1,9512.67,95546.6,0,2024
MADHYA PRADESH,MAIHAR,1075.5,18079.7,22672.3,1283.87,2969.62,21175.5,0,2024
MADHYA PRADESH,MANDLA,1445.099,39649.8,45232.6,534.6,1918.01,42971,0,2024
MADHYA PRADESH,MANDSAUR,880.9,47958.9,71371,793.15,16034.5,67802.4,0,2024
MADHYA PRADESH,MAUGANJ,1143.1,12553.5,14237.2,0,1403.67,13525.3,0,2024
MADHYA PRADESH,MORENA,753,53655.5,78096.2,3874.24,4202.16,74191.3,0,2024
MADHYA PRADESH,NARSINGHPUR,1243.1,106115,127611,371.7,18937.5,121230,0,2024
MADHYA PRADESH,NEEMUCH,854.85,27760.8,39547.2,447.56,9055.66,37569.8,0,2024
MADHYA PRADESH,NIWARI,978.4,15014.8,20433,569.27,2958.78,19411.3,0,2024
MADHYA PRADESH,PANDHURNA,1221.6,15540.5,20003,345.3,3245.61,19002.8,0,2024
MADHYA PRADESH,PANNA,1169.7,45471.4,53338.1,1850.36,4068.31,50374.8,0,2024
MADHYA PRADESH,RAISEN,1154.6,82742.7,97045.6,91.09,11002.3,91585.3,0,2024
MADHYA PRADESH,RAJGARH,999.6,73380.3,94636.4,0,18921.5,89904.5,0,2024
MADHYA PRADESH,RATLAM,953.5,52692.7,84613,19.44,25486.2,80128.1,0,2024
MADHYA PRADESH,REWA,1143.1,33086.8,41365.6,889.42,4483.7,39297.3,0,2024
MADHYA PRADESH,SAGAR,1141.5,90318.4,109144,1061.21,14661.2,103319,0,2024
MADHYA PRADESH,SATNA,1075.5,43250.7,56978.6,4382.03,7624.34,54129.7,0,2024
MADHYA PRADESH,SEHORE,1217.7,51494.8,70489.2,3070.88,10046.9,66964.7,0,2024
MADHYA PRADESH,SEONI,1323.6,60716.1,69919.5,850.5,6750.2,66423.5,0,2024
MADHYA PRADESH,SHAHDOL,1080.7,46515.3,48259.5,23.96,903.24,45846.5,0,2024
MADHYA PRADESH,SHAJAPUR,961.8,41799.1,56572.6,0,13582.6,53744,0,2024
MADHYA PRADESH,SHEOPUR,799.2,35226.7,55991.2,3259.29,3666.27,51584.3,0,2024
MADHYA PRADESH,SHIVPURI,994.9,68130.9,91482.6,2851.83,12894.5,85050.1,0,2024
MADHYA PRADESH,SIDHI,1131.7,28039.4,31840.5,71.88,2038.26,30248.4,0,2024
MADHYA PRADESH,SINGRAULI,960.6,32815.9,36500.3,134.52,2595.98,34675.3,0,2024
MADHYA PRADESH,TIKAMGARH,978.4,28916.7,40365.9,1555.09,6887.54,38347.6,0,2024
MADHYA PRADESH,UJJAIN,967.8023,71057.4,99833.9,0,24527.1,94842.2,0,2024
MADHYA PRADESH,UMARIA,1194.6,34684,36375.2,0,1216.07,34556.4,0,2024
MADHYA PRADESH,VIDISHA,1087.6,77408.5,95026.1,687.27,13661.9,90274.8,0,2024
MAHARASHTRA,Ahmednagar,573.229,103692,162556,18349.5,28035.2,152687,1732.51,2024
MAHARASHTRA,Akola,782.0433,34108.5,45732.1,1663.55,4930.84,37490.6,4980.973505,2024
MAHARASHTRA,Amravati,848.6244,73497.2,106693,8726.15,15247.1,88894.4,10024.34073,2024
MAHARASHTRA,Aurangabad,667.8704,79568.1,119396,9780.79,15943.5,113420,0,2024
MAHARASHTRA,Beed,695.7768,87943.9,131083,15298.3,16606.6,124529,0,2024
MAHARASHTRA,Bhandara,1449.946,32857.2,94315,47539.8,6370.38,87383.7,0,2024
MAHARASHTRA,Buldhana,756.692,67882.1,94582.4,2251.85,14889.6,87918.6,1550.752319,2024
MAHARASHTRA,Chandrapur,1290.433,99640.7,116621,9732.69,3923.7,110172,0,2024
MAHARASHTRA,Dhule,643.3594,51061.4,78037.2,10794.2,8399.67,73977.6,0,2024
MAHARASHTRA,Gadchiroli,1312.417,149743,174793,6063.51,14401.5,164880,0,2024
MAHARASHTRA,Gondia,1495.167,43289.6,66386.5,12740.6,2726.79,62122.8,0,2024
MAHARASHTRA,Hingoli,966.5114,51568,103198,35862.8,9027.07,97987.6,0,2024
MAHARASHTRA,Jalgaon,687.2486,88782.9,144267,17044.7,22302.1,136342,0,2024
MAHARASHTRA,Jalna,860.2487,69328.6,97761.9,8907.83,10666.6,92832.2,0,2024
MAHARASHTRA,Kolhapur,1674.096,53856.5,135723,54642.9,22393,127745,0,2024
MAHARASHTRA,Latur,725.7379,47481.5,73565.4,1297.77,7928.81,69755.9,0,2024
MAHARASHTRA,Mumbai,2205,1365.05,1555.42,0,0,1477.65,0,2024
MAHARASHTRA,Mumbai Sub,2141.851,7595.68,7836.16,0,0,7263.56,0,2024
MAHARASHTRA,Nagpur,1164.944,65219.5,127837,15260.6,9984.18,120396,0,2024
MAHARASHTRA,Nanded,1023.688,106366,124989,6337.13,8702.46,118657,0,2024
MAHARASHTRA,Nandurbar,939.2367,40084.3,52033.1,4056.57,4523.21,49375.1,0,2024
MAHARASHTRA,Nashik,981.9201,136280,200970,23219.9,28342.1,189836,0,2024
MAHARASHTRA,Osmanabad,768.6295,63672.5,89993,25.7697,12119.1,85456.8,0,2024
MAHARASHTRA,Palghar,2503.647,18332.3,22317,1723.32,968.88,20915.2,0,2024
MAHARASHTRA,Parbhani,872.0134,58766.6,86749.6,15031.2,8973.25,82219,0,2024
MAHARASHTRA,Pune,682.786,96984.6,198782,38278.4,29352.7,182653,3600.543149,2024
MAHARASHTRA,Raigad,2961.777,31673.9,37065.1,3778.92,1063.09,35173,0,2024
MAHARASHTRA,Ratnagiri,3473.189,38927.2,41347.2,547.51,1392.19,39046.5,0,2024
MAHARASHTRA,Sangli,653.924,56961,156894,51406.3,22888.6,143767,2869.35,2024
MAHARASHTRA,Satara,1199.698,65463.3,121178,34348.6,15056.2,113514,0,2024
MAHARASHTRA,Sindhudurg,3464.801,20926.6,23473.6,187.759,1909.6,22292.3,0,2024
MAHARASHTRA,Solapur,663.549,95106.2,147742,12438.3,24009.2,140354,0,2024
MAHARASHTRA,Thane,2526.545,14759.1,17282,1293.61,599.42,16322.6,0,2024
MAHARASHTRA,Wardha,957.3157,52499.6,93929.2,8694.12,9745.38,89028,0,2024
MAHARASHTRA,Washim,911.1626,42610.3,63387.1,3781.88,8035.9,60099.7,0,2024
MAHARASHTRA,Yawatmal,1008.84,104090,126092,7223.35,9322.79,119403,0,2024
MANIPUR,BISHNUPUR,1987.59,9464.11,9682.52,0.18,83.56,198794,0,2024
MANIPUR,CHANDEL,0,0,0,0,0,0,0,2024
MANIPUR,CHURACHANPUR,2133.46,6574.47,6643.47,0,69,160059,0,2024
MANIPUR,IMPHAL EAST,1717.14,11687.5,12687.6,190.55,146.44,189963,0,2024
MANIPUR,IMPHAL WEST,1709.92,8519.5,8745.21,0.04,72.83,196431,0,2024
MANIPUR,SENAPATI,0,0,0,0,0,0,0,2024
MANIPUR,TAMENGLONG,0,0,0,0,0,0,0,2024
MANIPUR,THOUBAL,1276.78,6300.14,6414.81,0.06,61.33,226573,0,2024
MANIPUR,UKHRUL,0,0,0,0,0,0,0,2024
MEGHALAYA,EAST GARO HILLS,2975,7740.35,8492.75,727.32,0,34857.4,0,2024
MEGHALAYA,EAST JAINTIA HILLS,2320,16773.7,16795.9,0.96,0,36707.8,0,2024
MEGHALAYA,EAST KHASI HILLS,4032,21763.6,21817.4,9.93,0,36997.9,0,2024
MEGHALAYA,NORTH GARO HILLS,2803,7338.23,8729.72,2496.24,0,45570.8,0,2024
MEGHALAYA,RI BHOI,2030,6373.2,6483.7,57.3,0,15950.8,0,2024
MEGHALAYA,SOUTH GARO HILLS,4210,23405.1,23473.7,27.8,0,52651.6,0,2024
MEGHALAYA,SOUTH WEST GARO HILLS,1634,7713.02,4674.95,62.8,179.16,56427,0,2024
MEGHALAYA,SOUTH WEST KHASI HILLS,3918,14094,14333.1,217.68,0,22607.2,0,2024
MEGHALAYA,WEST GARO HILLS,2678,27800.3,21959.5,72,1187.43,107246,0,2024
MEGHALAYA,WEST JAINTIA HILLS,2320,11074.6,11163.5,60.09,0,23711,0,2024
MEGHALAYA,WEST KHASI HILLS,4062,31887.4,33965.4,2044,0,48875.3,0,2024
MIZORAM,AIZAWL,2204.458,1523.15,1523.15,0,0,1370.81,0,2024
MIZORAM,CHAMPHAI,1728,1581.83,1581.83,0,0,1423.64,0,2024
MIZORAM,KOLASIB,2205,2776.48,2776.48,0,0,2498.83,0,2024
MIZORAM,LAWNGTLAI,2022,3377.38,3377.38,0,0,3039.64,0,2024
MIZORAM,LUNGLEI,2092,4941.16,4941.16,0,0,4447.04,0,2024
MIZORAM,MAMIT,2242,5176.35,5176.35,0,0,4658.72,0,2024
MIZORAM,SAIHA,2262,772.73,772.73,0,0,695.46,0,2024
MIZORAM,SERCHHIP,1747,911.64,911.64,0,0,820.47,0,2024
NAGALAND,Dimapur,1744.96,20582.5,22709.2,1967.8,181.02,218279,0,2024
NAGALAND,Kiphire,1074.1,190.93,580.17,388.7,0,522.15,0,2024
NAGALAND,Kohima,1779.3,2434.09,3081.44,636.25,0,2773.3,0,2024
NAGALAND,Longleng,1879.5,1244.27,1544.21,299.6,0,1389.8,0,2024
NAGALAND,Mokokchung,2080.4,5516.03,6244.81,719.35,8.79,5620.3,0,2024
NAGALAND,Mon,1469.1,3980.86,4430.39,446.75,2.26,3987.36,0,2024
NAGALAND,Peren,1394.2,4213.18,4503.54,260.65,29.23,4053.17,0,2024
NAGALAND,Phek,1295.1,711.47,1181.42,467.95,0,1063.27,0,2024
NAGALAND,Tuensang,2079.5,1069.99,1453.61,383.2,0,1308.25,0,2024
NAGALAND,Wokha,2166.76,7240.33,7633.83,390.45,2.65,6870.44,0,2024
NAGALAND,Zunheboto,2080.4,949.12,1896.07,946.6,0,1706.45,0,2024
ODISHA,ANGUL,1290.86,42748.2,58358.4,2563.38,6103.56,54664.5,0,2024
ODISHA,BALASORE,1715.342,91198.6,165830,9398.15,30367.6,132164,21136.93,2024
ODISHA,BARGARH,1259.377,40318.5,66696.9,1931.13,9700.72,62297.8,0,2024
ODISHA,BHADRAK,1511.885,43584.9,94667.9,4463.03,12386,54399.1,31423.42,2024
ODISHA,BOLANGIR,1226.928,45353.5,61160.8,687.7,6692.57,56413.4,0,2024
ODISHA,BOUDH,1312.141,18155.5,25627.3,2025.39,3320.42,23513.3,0,2024
ODISHA,CUTTACK,1577.942,48884.1,77198.7,6174.28,6168.84,69962.2,0,2024
ODISHA,DEOGARH,1317.694,21288.3,33192,6744.45,4239.69,29872.8,0,2024
ODISHA,DHENKANAL,1428.174,34183.8,48093.4,4761.52,3229.11,44585.7,0,2024
ODISHA,GAJAPATI,1379.911,17687,22241.3,1161.55,1890.18,20130.5,0,2024
ODISHA,GANJAM,1296.043,62605.3,106708,16967.5,11138.6,94984.4,2278.22,2024
ODISHA,JAGATSINGHPUR,1475.252,31505.6,65673.2,8271.86,7422.75,46098.1,13282.69,2024
ODISHA,JAJPUR,1644.911,42279.9,61163.4,3248.57,9023.96,52553.4,4097.95,2024
ODISHA,JHARSUGUDA,1314.081,16977.4,20634.6,0,1752.13,19094.1,0,2024
ODISHA,KALAHANDI,1479.628,46920.8,67181.3,7498.95,5436.75,61810.7,1.35,2024
ODISHA,KANDHAMAL,1648.774,31102.6,36841.4,1056.71,2892.64,33918,1.2,2024
ODISHA,KENDRAPARA,1540.173,40051,62582.7,14816.7,2995.18,16442.3,40794.8,2024
ODISHA,KEONJHAR,1386.307,67060.5,92226.4,3347.76,10207.6,84166.3,0,2024
ODISHA,KHURDA,1429.009,28997.8,47389.1,5566.66,6834.19,43154.5,0,2024
ODISHA,KORAPUT,1519.367,45198.7,56138.3,4638.22,2278.62,51538.2,0,2024
ODISHA,MALKANGIRI,1476.391,27688.4,36841.8,4231.93,1343.07,33788.5,0,2024
ODISHA,MAYURBHANJ,1522.678,100868,146831,14315.1,23322,135784,0,2024
ODISHA,NABARANGAPUR,1570.814,51886.3,59725.4,1255.54,4680.71,54268.9,0,2024
ODISHA,NAYAGARH,1409.629,26179.8,38223.3,3860.89,5695.45,35442.4,0,2024
ODISHA,NUAPADA,1120.57,23449.7,33500.7,2195.94,5412.56,30772.5,0,2024
ODISHA,PURI,1520.624,46176.9,75844.7,10330.2,12000.2,60539.9,8974.65,2024
ODISHA,RAYAGADA,1337.425,27902.4,35090,1594.68,2668,32194.4,0,2024
ODISHA,SAMBALPUR,1423.587,45996.2,65770.4,9287.55,6706.67,60178.4,0,2024
ODISHA,SUBARNAPUR,1335.284,19418.5,28067.7,3117.78,3471.47,25818.6,0,2024
ODISHA,SUNDARGARH,1279.921,71359.5,88166.3,3124.91,8285.25,81752.4,0,2024
PUDUCHERRY,KARAIKAL,779.9402,1421.84,4424.01,0,0,3981.6,0,2024
PUDUCHERRY,PUDUCHERRY,1481.121,5161.2,14671.8,0,6199.64,13458,0,2024
PUNJAB,Amritsar,646.2684,34775.2,139005,10424.7,52241.9,124712,0,2024
PUNJAB,Barnala,517.9651,14096.2,54325.6,3442.95,13110.5,48893,0,2024
PUNJAB,Bathinda,377.9347,23478.1,151267,50063.7,48292,123264,12876.1,2024
PUNJAB,Faridkot,398.9717,10418.5,79836.1,31446.8,26734.2,43046.7,30760.96,2024
PUNJAB,Fatehgarh Sahib,685.0991,16196.4,39730,2211.89,8576.19,35757,0,2024
PUNJAB,Fazilka,369.0738,18663,127335,45761.7,25618.9,66186.6,48414.8,2024
PUNJAB,Firozpur,428.6978,20410.4,164611,32009,53198.7,125529,23988.12,2024
PUNJAB,Gurdaspur,819.7246,42808.9,154067,8178.51,54500.1,136766,0,2024
PUNJAB,Hoshiarpur,840.1327,54348.6,90479.8,7896.65,21350.4,80412.8,0,2024
PUNJAB,Jalandhar,625.0923,33152.2,95776.8,4838.94,38551.3,86196.7,0,2024
PUNJAB,Kapurthala,620.4523,20788.6,62665.8,5342.93,32043.2,56633.7,0,2024
PUNJAB,Ludhiana,581.0825,41144.5,136490,4777.27,39723.3,123365,0,2024
PUNJAB,Malerkotla,570.2196,8764.68,21593.1,1333.55,6992.87,19433.8,0,2024
PUNJAB,Mansa,404.5459,16395.2,120781,47198.2,42933,71848,36854.64,2024
PUNJAB,Moga,454.2517,20098.9,78037.9,8841.18,21531.8,70072.9,132.5,2024
PUNJAB,Muktsar,394.3654,18359.5,166703,63936.5,33770.1,96264.1,54768.92,2024
PUNJAB,Pathankot,1156.972,15808.1,48104.7,6692.03,5075.24,43294.2,0,2024
PUNJAB,Patiala,657.5518,44976.3,101074,4351.79,24790.3,90645.7,795.12,2024
PUNJAB,Rupnagar,839.7395,23795.7,41898.6,3006.66,9075.46,39343.1,0,2024
PUNJAB,SAS Nagar,743.4811,15834.6,22650.4,1845.9,3298.53,20385.4,0,2024
PUNJAB,SBS Nagar,761.2924,18189.1,54201.1,13840.8,15751.2,49073.4,560.42,2024
PUNJAB,Sangrur,495.8245,29526,70253,7969.9,23636.6,63227.7,0,2024
PUNJAB,Tarn Taran,544.8537,27048.5,70109,4763.69,27358.9,65592.8,0,2024
RAJASTHAN,AJMER,534.382,29269.1,37312.1,438.22,7527.96,33580.9,0,2024
RAJASTHAN,ALWAR,671.0036,76190.4,82721.8,0,6502.23,70488.8,3960.84,2024
RAJASTHAN,BANSWARA,956.5879,10135.4,23225.1,7153.92,3087.51,20902.6,0,2024
RAJASTHAN,BARAN,935.3609,39700.6,64889.2,6656.12,17506.1,58400.3,0,2024
RAJASTHAN,BARMER,329.179,65313.3,69044.3,,3363.22,34883.5,27688.94,2024
RAJASTHAN,BHARATPUR,662.0965,46807.7,55523.8,205.05,7438.52,38315.3,11656.06,2024
RAJASTHAN,BHILWARA,657.6446,31464.6,45313.9,1358.64,11992.1,40782.5,0,2024
RAJASTHAN,BIKANER,338.225,60109,62753.3,583.18,1457.31,28195.2,28282.79,2024
RAJASTHAN,BUNDI,723.4117,18507.6,36047.3,6570.16,6658.43,32730.3,0,2024
RAJASTHAN,CHITTAURGARH,807.8072,23374.5,34798.2,1.17,9946.82,31318.4,0,2024
RAJASTHAN,CHURU,213.2885,21738.3,22296.6,0,558.28,15541.6,4937.42,2024
RAJASTHAN,DAUSA,676.2126,24125.1,27982.3,0,2342.98,25184.1,0,2024
RAJASTHAN,DHAULPUR,720.5931,21866.6,28674,858.54,5683.9,25806.6,0,2024
RAJASTHAN,DUNGARPUR,779.3051,8889.5,22696.7,6591.98,2886.94,20427,0,2024
RAJASTHAN,GANGANAGAR,251.1546,44227.7,149316,78564.1,2839.49,43293,92322.66,2024
RAJASTHAN,HANUMANGARH,322.1659,43553.1,96930.3,49774.9,0,20579,67843.91,2024
RAJASTHAN,JAIPUR,610.1378,69594.7,80440.1,0,9955.44,71377.8,1394.36,2024
RAJASTHAN,JAISALMER,212.5682,33086,54914.6,0,1338.64,9614.27,39808.87,2024
RAJASTHAN,JALOR,477.7566,49745.2,60142,4449.16,5266.44,44656.2,10340.81,2024
RAJASTHAN,JHALAWAR,979.0747,40682.9,59090.7,733.5,13051.1,53536,0,2024
RAJASTHAN,JHUNJHUNU,506.8931,23346,25409.2,0,1769.59,22436.2,432.07,2024
RAJASTHAN,JODHPUR,329.5924,47401.6,51524.6,0,4063.46,38078.5,8815.55,2024
RAJASTHAN,KARAULI,715.6174,30615.3,36325.6,0,4070.9,32693,0,2024
RAJASTHAN,KOTA,827.349,28950.1,52465.2,12458.8,10324.2,47218.7,0,2024
RAJASTHAN,NAGAUR,443.1729,65937.9,70903.9,0,4966.03,58659.2,5547.3,2024
RAJASTHAN,PALI,550.4375,40521,47598.1,2495.5,4340.86,31589.4,11266.48,2024
RAJASTHAN,PRATAPGARH,1039.383,15649.6,23448.3,1458.84,5278.33,21103.5,0,2024
RAJASTHAN,RAJSAMAND,643.9143,8804.63,12511,585.49,1170.28,11259.9,0,2024
RAJASTHAN,SAWAI MADHOPUR,777.2227,33435.9,46369.3,0,11470.1,41732.4,0,2024
RAJASTHAN,SIKAR,520.5244,34021.2,38924.7,0,2589.1,34927.4,318.82,2024
RAJASTHAN,SIROHI,669.286,25977.5,31013.5,0,4532.43,27912.1,0,2024
RAJASTHAN,TONK,632.6509,34220.3,49725,4020.9,7349.54,44994.4,0,2024
RAJASTHAN,UDAIPUR,724.6913,21362,33242.7,1866.43,5985.33,29950.7,0,2024
SIKKIM,Gangtok,2756.4,6676.2,6816.66,0,136.85,6134.97,0,2024
SIKKIM,Gyalsingh,2041.7,3686.95,3791.57,0,102.3,3412.42,0,2024
SIKKIM,Mangan,2738.8,3666.92,3716.59,0,40.96,3344.94,0,2024
SIKKIM,Namchi,2203.5,3478.32,3545.96,0,66.88,3191.38,0,2024
SIKKIM,Pakyong,2756.4,4964.39,5022.81,0,57.9,4520.53,0,2024
SIKKIM,Soreng,2041.7,1239.6,1270.97,0,30.66,1143.87,0,2024
TAMILNADU,ARIYALUR,987.7356,19448.2,41042.2,2099.56,6070.49,37340.9,0,2024
TAMILNADU,CHENGALPATTU,1274.168,22924.9,69092.4,27204.7,9626.44,62842,0,2024
TAMILNADU,CHENNAI,1453.244,7643.81,9796.45,13.66,39.84,8917.3,0,2024
TAMILNADU,COIMBATORE,971.5735,30410.8,62234.2,2395.22,12582.9,201188,0,2024
TAMILNADU,CUDDALORE,1273.373,58683.4,117797,33626.5,14088.9,106944,0,2024
TAMILNADU,DHARMAPURI,868.7839,25096.1,52751.5,0,16615.6,47720.8,0,2024
TAMILNADU,DINDIGUL,853.811,25198.2,59520.6,3674.96,21287.5,53634.6,0,2024
TAMILNADU,ERODE,713.3333,17692.4,94882.3,35348.8,21343.6,85566.2,0,2024
TAMILNADU,KALLAKURICHCHI,1048.499,25910.9,64714.9,9294.24,16763.1,59018.8,0,2024
TAMILNADU,KANCHEEPURAM,1245.061,18510.5,59167.6,21673.2,6127.42,53561.5,0,2024
TAMILNADU,KANNIYAKUMARI,1292.67,10838.9,37646.3,7278.33,822.57,110827,0,2024
TAMILNADU,KARUR,644.6027,13422.3,32370.4,2423.7,8627.32,29218.6,0,2024
TAMILNADU,KRISHNAGIRI,792.9799,20627.9,56763.1,5852.34,18284.7,4860889,0,2024
TAMILNADU,MADURAI,866.5378,26193.4,75965.7,8732.08,17488.6,70783.6,0,2024
TAMILNADU,MAYILADUTHURAI,1327.384,7284.87,40315.1,28264.8,4295.47,35347.3,936.23,2024
TAMILNADU,NAGAPATTINAM,1363.186,24215.4,71757.5,46619.4,922.68,0,64581.75,2024
TAMILNADU,NAMAKKAL,706.7319,25472.8,58269.3,3842.68,20929.6,52525.4,0,2024
TAMILNADU,PERAMBALUR,893.5638,10718.7,28883.8,0,8856.47,25995.4,0,2024
TAMILNADU,PUDUKKOTTAI,835.3904,34262.1,116142,26883.4,14035.6,98638.6,5889.01,2024
TAMILNADU,RAMANATHAPURAM,770.6524,21779.6,82421.5,31096.9,1182.91,62274.1,11905.27,2024
TAMILNADU,RANIPET,1040.427,15091.6,32956.1,1405.18,9248.57,30121.8,0,2024
TAMILNADU,SALEM,883.3774,20770.5,52746.8,1339.12,18141.2,47530.8,0,2024
TAMILNADU,SIVAGANGAI,885.4757,36304.1,78005.6,32058.9,3414.12,70428.2,0,2024
TAMILNADU,TENKASI,811.3871,13956.9,59542.5,16144.2,10940.9,119169,0,2024
TAMILNADU,THANJAVUR,1033.327,62329.2,126055,40739.6,15454.8,113750,0,2024
TAMILNADU,THE NILGIRIS,1801.777,7434.99,7962.18,0,222.04,7165.96,0,2024
TAMILNADU,THENI,760.1229,7568.53,29973.9,7918.92,6796.37,26976.5,0,2024
TAMILNADU,THIRUVARUR,1210.477,24393.5,88859.9,58395.8,1610.65,48136.3,31837.61,2024
TAMILNADU,THOOTHUKUDI,620.6299,23605.8,85944.7,11999.7,5840.44,77567.5,0,2024
TAMILNADU,TIRUCHIRAPPALLI,751.4777,22583.7,70652.5,12625.4,18020.9,64005.9,0,2024
TAMILNADU,TIRUNELVELI,965.0758,21871.8,89476.4,20166.2,12245.9,166113,0,2024
TAMILNADU,TIRUPATHUR,801.2769,5698.8,10778.8,0,4065.93,9712.9,0,2024
TAMILNADU,TIRUPPUR,632.2723,18724.1,76082.2,8958.05,18621.4,281732,0,2024
TAMILNADU,TIRUVALLUR,1237.586,52751.2,83435.2,5485.08,11843.9,75245.3,1228.47,2024
TAMILNADU,TIRUVANNAMALAI,1073.22,29086.8,112529,13556.9,30903.4,2300632,0,2024
TAMILNADU,VELLORE,970.5973,7848.31,20193.7,2.47,7478.91,18174.3,0,2024
TAMILNADU,VILLUPURAM,1042.846,44076.4,105228,12131.3,28618.9,95174.5,0,2024
TAMILNADU,VIRUDHUNAGAR,777.8641,13063.4,57903.2,18345.8,8235.56,52189.8,0,2024
TELANGANA,Adilabad,1267.499,31173.1,56345.5,2136.85,4065.01,51101.4,0,2024
TELANGANA,Bhadradri Kothagudem,1188.204,66664.7,111788,32861.3,7715.82,104138,0,2024
TELANGANA,Hanumakonda,989.3211,13964.3,53386.8,21261.4,9951.22,48632.8,0,2024
TELANGANA,Hyderabad,828.1036,1267.21,6782.51,,0,77994,0,2024
TELANGANA,Jagtial,1014.26,20811.1,77546,40384.3,9956,70069.9,0,2024
TELANGANA,Jangaon,893.5573,13509.3,31320.2,7385.63,6162.15,28686.2,0,2024
TELANGANA,Jayashankar Bhupalapally,1066.595,26485,52161.9,6053.32,4794.53,47324,0,2024
TELANGANA,Jogulamba Gadwal,578.0184,12965.4,48968.8,25139.4,2393.79,59780.8,0,2024
TELANGANA,Kamareddy,999.8642,33804.3,72035.9,22811.3,10553.2,207920,0,2024
TELANGANA,Karimnagar,905.1294,16878,93807.3,64178.2,9588.15,84854.9,0,2024
TELANGANA,Khammam,1036.62,36939.2,118207,62046.1,14088.8,106947,0,2024
